Date,Species,Sampled individuals,Samples,GPS lat,GPS long
2018,PTEROPODIDAERousettusaegyptiacus,25,Blood : 25Saliva : 25Rectal swab : 25,8.53663,9.50049
2018,PTEROPODIDAEHypsignathusmonstrosus,2,Blood : 2Saliva : 2Rectal swab : 2,8.53663,9.50049
2018,PTEROPODIDAEMicropteropuspusillus,1,Blood : 1Saliva : 1Rectal swab : 1,8.53663,9.50049
2018,PTEROPODIDAEEidolonhelvum,3,Blood : 3Saliva : 3Rectal swab : 3,8.53663,9.50049
2018,PTEROPODIDAERousettusaegyptiacus,7,Blood : 7Saliva : 7Rectal swab : 5,8.53698,7.83513
2018,#NOM?,4,Blood : 4Saliva : 4Full specimen : 1,8.53698,7.83513
2018,PTEROPODIDAERousettusaegyptiacus,19,Blood : 19Saliva : 19Rectal swab : 19Full specimen : 1,8.54324,9.95368
2018,PTEROPODIDAEHypsignathusmonstrosus,1,Blood : 1Saliva : 1Rectal swab : 1Full specimen : 1,8.54324,9.95368
2018,#NOM?,6,Blood : 6Saliva : 6,8.54391,9.95296
2018,MOLOSSIDAETadaridaaegyptiaca,5,Blood : 5Saliva : 5,8.54391,9.95296
2018,PTEROPODIDAERousettusaegyptiacus,4,Blood : 4Saliva : 4Rectal swab : 4Full specimen : 1,8.54391,9.95296
2018,PTEROPODIDAERousettusaegyptiacus,1,Blood : 1Saliva : 1Rectal swab : 1,8.55143,10.1367
2018,PTEROPODIDAEEpomopsbuettikoferi,2,Blood : 2Saliva : 2Rectal swab : 2,8.55143,10.1367
2018,VESPERTILIONIDAEScotophilusdinganii,1,Blood : 1Saliva : 1,8.55143,10.1367
2018,MOLOSSIDAEMopscondylurus,21,Blood : 21Saliva : 21,8.61315,10.26217
2018,PTEROPODIDAEMyonycterisangolensis,8,Blood : 8Feces : 1Saliva : 8Rectal swab : 8Full specimen : 1,8.61315,10.26217
2018,PTEROPODIDAEHypsignathusmonstrosus,1,Blood : 1Saliva : 1Rectal swab : 1,8.61315,10.26217
2018,PTEROPODIDAERousettusaegyptiacus,1,Blood : 1Saliva : 1Rectal swab : 1,8.61973,10.06557
2018,VESPERTILIONIDAENeoromiciaguineensis,1,Blood : 1Saliva : 1,8.61973,10.06557
2018,PTEROPODIDAEEpomophorusgambianus,2,Blood : 2Saliva : 2Rectal swab : 2,8.61973,10.06557
2018,#NOM?,1,Blood : 1Saliva : 1,8.61973,10.06557
2018,MOLOSSIDAETadaridaaegyptiaca,1,Blood : 1Saliva : 1Rectal swab : 1,8.64211,10.41513
2018,MOLOSSIDAEMopsniveiventer,1,Blood : 1Saliva : 1Rectal swab : 1,8.64211,10.41513
2018,#NOM?,1,Blood : 1Saliva : 1,8.66613,10.26345
2018,#NOM?,5,Blood : 5Saliva : 5,9.09235,10.08532
2018,MOLOSSIDAEMopscondylurus,5,Blood : 5Saliva : 5Full specimen : 1,9.09235,10.08532
2018,MOLOSSIDAEMopsbrachypterus,1,Blood : 1Saliva : 1,9.09235,10.08532
2018,MOLOSSIDAEMopscondylurus,13,Blood : 13Saliva : 13,9.13586,10.1499
2018,PTEROPODIDAEEidolonhelvum,3,Blood : 3Feces : 1Saliva : 3Rectal swab : 3,9.18804,10.12164
2018,PTEROPODIDAEEpomophorusgambianus,4,Blood : 4Saliva : 4Rectal swab : 3,9.18804,10.12164
2018,#NOM?,1,Blood : 1Saliva : 1,9.18804,10.12164
2018,PTEROPODIDAEEpomopsfranqueti,2,Blood : 2Saliva : 2Rectal swab : 2Full specimen : 1,9.18804,10.12164
2018,PTEROPODIDAEHypsignathusmonstrosus,1,Blood : 1Saliva : 1Rectal swab : 1,9.18804,10.12164
2018,MOLOSSIDAEMopscondylurus,6,Blood : 6Saliva : 6,9.22998,10.08108
2018,MOLOSSIDAEMopsbrachypterus,3,Blood : 3Saliva : 3,9.22998,10.08108
2018,VESPERTILIONIDAEScotophilusdinganii,1,Blood : 1Saliva : 1,9.22998,10.08108
2018,HIPPOSIDERIDAEHipposideroscaffer,34,Blood : 34Saliva : 34,9.23019,13.0275
2018,HIPPOSIDERIDAEHipposiderosjonesi,1,Blood : 1Saliva : 1,9.23019,13.0275
2018,HIPPOSIDERIDAEHipposideroscyclops,4,Blood : 4Saliva : 4Full specimen : 1,9.23019,13.0275
2018,HIPPOSIDERIDAEHipposiderosruber,1,Blood : 1Saliva : 1,9.23019,13.0275
2018,MOLOSSIDAEMopsthersites,2,Blood : 2Saliva : 2,9.27374,13.02893
2018,MOLOSSIDAEMopsbrachypterus,6,Blood : 6Saliva : 6Full specimen : 1,9.27374,13.02893
2018,MOLOSSIDAEMopsnanulus,6,Blood : 6Saliva : 6,9.39853,13.06824
2018,MOLOSSIDAEMopsbrachypterus,3,Blood : 3Saliva : 3,9.39853,13.06824
2018,MOLOSSIDAEMopsthersites,5,Blood : 5Saliva : 5Full specimen : 1,9.39853,13.06824
2018,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1,9.39853,13.06824
2018,PTEROPODIDAEEpomophorusgambianus,8,Blood : 8Feces : 1Saliva : 8Rectal swab : 8Full specimen : 1,9.43561,13.08953
2018,PTEROPODIDAEEidolonhelvum,7,Blood : 7Saliva : 7Rectal swab : 6,9.43561,13.08953
2018,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1,9.43561,13.08953
2018,MOLOSSIDAEMopsthersites,8,Blood : 8Saliva : 8,9.43635,13.09846
2018,MOLOSSIDAEMopsbrachypterus,6,Blood : 6Saliva : 6Full specimen : 1,9.43635,13.09846
2018,HIPPOSIDERIDAEHipposideroscaffer,17,Blood : 17Saliva : 17,9.49661,12.85764
2018,HIPPOSIDERIDAECloeotispercivali,1,Blood : 1Saliva : 1,9.49661,12.85764
2018,HIPPOSIDERIDAEHipposideroscyclops,2,Blood : 2Saliva : 2Full specimen : 1,9.49661,12.85764
2018,HIPPOSIDERIDAEHipposiderosjonesi,1,Blood : 1Saliva : 1,9.49661,12.85764
2018,#NOM?,16,Blood : 16Saliva : 16Full specimen : 1,9.59129,8.74242
2018,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1Full specimen : 1,9.59129,8.74242
2018,MOLOSSIDAEMopscondylurus,15,Blood : 15Saliva : 15,9.59129,8.74242
2018,PTEROPODIDAEEpomopsbuettikoferi,1,Blood : 1Saliva : 1Rectal swab : 1,9.59129,8.74242
2018,PTEROPODIDAERousettusaegyptiacus,1,Blood : 1Saliva : 1Rectal swab : 1,9.59129,8.74242
2018,MOLOSSIDAETadaridaaegyptiaca,2,Blood : 2Saliva : 2,9.60538,12.80752
2018,MOLOSSIDAEMopsthersites,8,Blood : 8Saliva : 8,9.60538,12.80752
2018,MOLOSSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4Full specimen : 1,9.60538,12.80752
2018,MOLOSSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4,9.61222,12.71985
2018,MOLOSSIDAEMopsthersites,9,Blood : 9Saliva : 9,9.61222,12.71985
2018,MOLOSSIDAETadaridaaegyptiaca,6,Blood : 6Saliva : 6Full specimen : 1,9.61222,12.71985
2018,HIPPOSIDERIDAEHipposideroscaffer,9,Blood : 9Saliva : 9,9.70049,12.66811
2018,NYCTERIDAENycterisarge,3,Blood : 3Saliva : 3,9.70049,12.66811
2018,HIPPOSIDERIDAEHipposiderosjonesi,3,Blood : 3Saliva : 3,9.70049,12.66811
2018,HIPPOSIDERIDAEHipposideroscaffer,14,Blood : 14Saliva : 14Full specimen : 1,9.70069,12.66821
2018,HIPPOSIDERIDAEHipposiderosjonesi,3,Blood : 3Saliva : 3,9.70069,12.66821
2019,MOLOSIDAEMopsthersites,18,Blood : 18Saliva : 18Hair : 18,9.60672,10.54221
2019,VESPERITILLONIDAEPipistrellussp,1,Blood : 1Saliva : 1Hair : 1,9.60672,10.54221
2019,MOLOSIDAEMopsbrachypterus,7,Blood : 7Saliva : 7Hair : 7,9.60672,10.54221
2019,MOLOSIDAEMopssp,1,Blood : 1Saliva : 1Hair : 1,9.60672,10.54221
2019,MOLOSIDAEMopscondylirus,1,Blood : 1Saliva : 1Hair : 1,9.60672,10.54221
2019,PTEROPODIDAEEpomophorusgambianus,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,9.60672,10.54221
2019,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,9.60672,10.54221
2019,PTEROPODIDAEEpomophorusgambianus,4,Blood : 4Saliva : 4Rectal swab : 4Hair : 4,9.60673,10.54222
2019,MOLOSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4Hair : 4,9.65166,10.55145
2019,MOLOSIDAEMopsthersites,8,Blood : 8Saliva : 8Hair : 8,9.65166,10.55145
2019,PTEROPODIDAEEpomopsfranqueti,16,Blood : 16Saliva : 16Rectal swab : 16Hair : 16,9.73659,10.63595
2019,PTEROPODIDAEMicrpteropuspussilus,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,9.73659,10.63595
2019,PTEROPODIDAEEpomophorusgambianus,2,Blood : 2Saliva : 2Rectal swab : 2Hair : 2,9.73659,10.63595
2019,MOLOSIDAEMopsbrachypterus,3,Blood : 3Saliva : 3Hair : 3,9.9629,10.69133
2019,MOLOSIDAEMopsthersites,6,Blood : 5Saliva : 6Hair : 6,9.9629,10.69133
2019,PTEROPODIDAEEpomophorusgambianus,8,Blood : 8Saliva : 8Rectal swab : 8Hair : 8,10.04729,10.73049
2019,PTEROPODIDAEEpomopsfranqueti,6,Blood : 6Saliva : 6Rectal swab : 6Hair : 6,10.04729,10.73049
2019,MOLOSIDAEMopsBrachypterus,2,Blood : 2Urine : 1Saliva : 2Hair : 2Skin : 1,10.05253,10.73907
2019,MOLOSSIDAEMopsthersites,1,Blood : 1Saliva : 1Hair : 1,10.05253,10.73907
2019,VESPERTILIONIDAEScotophilusleucogaster,1,Blood : 1Saliva : 1Hair : 1,10.05253,10.73907
2019,PTEROPODIDAEEpomopsfranqueti,2,Blood : 2Urine : 1Saliva : 2Rectal swab : 2Hair : 2,10.06361,10.74032
2019,PTEROPODIDAEEpomophorusgambianus,4,Blood : 4Saliva : 4Rectal swab : 4Hair : 4,10.06361,10.74032
2019,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,10.06361,10.74032
2019,HIPPOSIDERIDAEHipposideroscaffer,12,Blood : 12Saliva : 12,10.1093,12.84167
2019,#NOM?,1,Blood : 1Saliva : 1,10.1093,12.84167
2019,MOLOSSIDAEMopsbrachypterus,2,Blood : 2Saliva : 2,10.15047,12.53749
2019,MOLOSSIDAEMopsthersites,5,Blood : 5Saliva : 5,10.15047,12.53749
2019,MOLOSSIDAEMopsthersites,5,Blood : 5Saliva : 5,10.15305,12.53709
2019,MOLOSSIDAEMopsbrachypterus,1,Blood : 1Saliva : 1,10.15305,12.53709
2019,PTEROPODIDAERousettusaegyptiacus,13,Blood : 13Saliva : 13Rectal swab : 13,10.16593,12.51577
2019,#NOM?,2,Blood : 2Saliva : 2Ectoparasites : 1,10.16593,12.51577
2019,PTEROPODIDAEEpomopsfranqueti,4,Blood : 4Saliva : 4Rectal swab : 4Hair : 4,10.1755,11.41838
2019,PTEROPODIDAEEpomophorusgambianus,10,Blood : 10Saliva : 10Rectal swab : 10Hair : 10,10.1755,11.41838
2019,PTEROPODIDAEEpomophorusgambianus,8,Blood : 8Saliva : 8Rectal swab : 8,10.23427,14.45916
2019,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1,10.23427,14.45916
2019,MOLOSSIDAEMopsthersites,7,Blood : 7Saliva : 7,10.2413,14.33829
2019,#NOM?,1,Blood : 1Saliva : 1,10.2413,14.33829
2019,MOLOSSIDAEMopscondylurus,10,Blood : 10Saliva : 10,10.2413,14.33829
2019,MOLOSSIDAEMopsbrachypterus,5,Blood : 5Saliva : 5,10.2413,14.33829
2019,MOLOSSIDAEMopsbrachypterus,1,Blood : 1Saliva : 1,10.24139,14.33829
2019,MOLOSSIDAEMopscondylurus,1,Blood : 1Saliva : 1,10.24335,14.3315
2019,MOLOSSIDAEMopscondylurus,10,Blood : 10Saliva : 10,10.24335,14.33915
2019,MOLOSSIDAEMopsbrachypterus,1,Blood : 1Saliva : 1,10.24335,14.33915
2019,MOLOSSIDAEMopsthersites,2,Blood : 2Saliva : 2,10.24335,14.33915
2019,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1,10.24399,14.33869
2019,PTEROPODIDAEEpomophorusgambianus,3,Blood : 3Saliva : 3Rectal swab : 3,10.24399,14.33869
2019,PTEROPODIDAERousettusaegyptiacus,2,Blood : 2Saliva : 2Rectal swab : 2,10.24399,14.33869
2019,PTEROPODIDAEEidolonhelvum,1,Blood : 1Saliva : 1Rectal swab : 1,10.24399,14.33869
2019,MOLOSSIDAEMopsthersites,5,Blood : 5Saliva : 5,10.32175,14.26312
2019,MOLOSSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4,10.32175,14.26312
2019,MOLOSSIDAEMopscondylurus,1,Blood : 1Saliva : 1,10.32175,14.26312
2019,MOLOSSIDAEMopsbrachypterus,9,Blood : 9Saliva : 9,10.39978,14.42504
2019,MOLOSSIDAEMopsthersites,9,Blood : 9Saliva : 9,10.39978,14.42504
2019,PTEROPODIDAEEpomophorusgambianus,3,Blood : 3Saliva : 3Rectal swab : 3,10.39978,14.42504
2019,MOLOSSIDAEMopscondylurus,13,Blood : 13Saliva : 13,10.48207,14.40697
2019,PTEROPODIDAERousettusaegyptiacus,3,Blood : 3Saliva : 3Rectal swab : 3,10.48207,14.40697
2019,MOLOSSIDAEMopscondylurus,15,Blood : 15Saliva : 15,10.53951,14.4418
2019,PTEROPODIDAEEidolonhelvum,14,Blood : 14Urine : 14Saliva : 14Rectal swab : 14Hair : 14Skin : 14,11.73016,12.21531
2019,PTEROPODIDAEEidolonhelvum,12,Blood : 12Urine : 12Saliva : 12Rectal swab : 12Ectoparasites : 1Hair : 12Skin : 12,11.73112,12.21583
2019,PTEROPODIDAEEidolonhelvum,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,11.73112,12.21583
2019,PTEROPODIDAEEidolonhelvum,16,Blood : 16Urine : 16Saliva : 16Rectal swab : 16Hair : 16Skin : 16,11.78838,12.20648
2019,RHINOLOPHIDAERhinolophusmaclaudi,1,Blood : 1Saliva : 1Hair : 1,11.7886,12.20653
2019,HIPPOSIDERIDAEHipposiderosridleyi,14,Blood : 14Saliva : 14Hair : 14,11.7886,12.20653
2019,HIPPOSIDERIDAEHipposiderosbeatus,1,Blood : 1Saliva : 1Hair : 1,11.7886,12.20653
2019,PTEROPODIDAERousettusaegyptiacus,11,Blood : 11Saliva : 11Rectal swab : 11Hair : 11,11.82779,12.35784
2019,PTEROPODIDAEEidolonhelvum,8,Blood : 8Saliva : 8Rectal swab : 8Hair : 8,11.90615,12.29962
2019,PTEROPODIDAEEpomophorusgambianus,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,11.90615,12.29962
2019,PTEROPODIDAERousettusaegyptiacus,2,Blood : 2Saliva : 2Rectal swab : 2Hair : 2,11.90615,12.29962
2019,PTEROPODIDAEEpomopsfranqueti,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,11.90615,12.29962
2019,RHINOLOPHIDAERhinolophusmaclaudi,2,Blood : 2Urine : 2Saliva : 2Hair : 2Skin : 2,12.05117,12.27521
2019,RHINOLOPHIDAE,1,Blood : 1Urine : 1Saliva : 1Hair : 1Skin : 1,12.05117,12.27521
2019,VESPERTILIONIDAEMyotisManquant,13,Blood : 13Saliva : 13Hair : 12,12.09087,12.2568
2019,VESPERTILIONIDAEMyotisManquant,8,Blood : 8Urine : 6Saliva : 8Hair : 8Skin : 6,12.32051,12.78561
2019,PTEROPODIDAEEpomophorusgambianus,1,Blood : 1Saliva : 1Rectal swab : 1,9.45991,12.68561
2019,MOLOSSIDAEMopsthersites,2,Blood : 2Saliva : 2,9.45991,12.68561
2019,MOLOSSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4,9.45991,12.68561
2019,PTEROPODIDAERousettusaegyptiacus,12,Blood : 12Saliva : 12Rectal swab : 12,9.82325,12.53502
2019,PTEROPODIDAEEpomophorusgambianus,1,Blood : 1Saliva : 1Rectal swab : 1,9.87536,12.448
2019,PTEROPODIDAEEpomopsfranqueti,5,Blood : 5Saliva : 5Rectal swab : 5,9.87536,12.44801
2019,PTEROPODIDAEEpomophorusgambianus,3,Blood : 3Saliva : 3Rectal swab : 3,9.87536,12.44801
2019,MOLOSSIDAEMopsthersites,1,Blood : 1Saliva : 1,9.87536,12.44801
2019,PTEROPODIDAEMicropteropuspusillus,1,Blood : 1Saliva : 1Rectal swab : 1,9.87536,12.44801
2019,MOLOSSIDAEMopsthersites,2,Blood : 2Saliva : 2,9.87909,12.44728
2019,MOLOSSIDAEMopsbrachypterus,1,Blood : 1Saliva : 1,9.87909,12.44728
2020,HIPPOSIDERIDAEHipposideroscaffer,12,Blood : 12Saliva : 12Hair : 12,9.23019,12.0275
2020,HIPPOSIDERIDAEHipposideroscyclops,7,Blood : 7Saliva : 7Hair : 7,9.23019,12.0275
2020,HIPPOSIDERIDAEHipposiderosjonesi,1,Blood : 1Saliva : 1Hair : 1,9.23019,12.0275
2020,MOLOSSIDAEMopsthersites,11,Blood : 11Saliva : 11Hair : 11,9.27374,13.02893
2020,MOLOSSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4Hair : 4,9.27374,13.02893
2020,PTEROPODIDAEEpomopsfranqueti,11,Blood : 11Saliva : 11Rectal swab : 11Hair : 11,9.34091,13.40603
2020,PTEROPODIDAEEpomophorusgambianus,5,Blood : 5Saliva : 5Rectal swab : 5Hair : 5,9.34091,13.40603
2020,PTEROPODIDAEEidolonhelvum,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,9.34091,13.40603
2020,MOLOSSIDAEMopsbrachypterus,1,Blood : 1Saliva : 1Hair : 1,9.49905,12.85286
2020,MOLOSSIDAEMopsthersites,1,Blood : 1Saliva : 1Hair : 1,9.49905,12.85286
2020,MOLOSSIDAEMopsthersites,7,Blood : 7Saliva : 7Hair : 7,9.60538,12.80752
2020,MOLOSSIDAEMopsbrachypterus,5,Blood : 5Saliva : 5Hair : 5,9.60538,12.80752
2020,MOLOSSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4Hair : 4,9.61249,12.71861
2020,MOLOSSIDAEMopsthersites,11,Blood : 11Saliva : 11Hair : 11,9.61249,12.71861
2020,MOLOSSIDAEMopscondylurus,15,Blood : 15Saliva : 15Hair : 15,9.66383,12.67983
2020,MOLOSSIDAEMopsthersites,3,Blood : 3Saliva : 3Hair : 3,9.66383,12.67983
2020,MOLOSSIDAEMopsbrachypterus,4,Blood : 4Saliva : 4Hair : 4,9.66383,12.67983
2020,RHINOLOPHIDAERhinolophusfumigatus,4,Blood : 4Saliva : 4Hair : 4,10.21555,9.20322
2020,RHINOLOPHIDAERhinolophuslanderi,1,Blood : 1Saliva : 1Hair : 1,10.21555,9.20322
2020,HIPPOSIDERIDAEHipposiderossp,2,Blood : 2Saliva : 2Hair : 2,10.21555,9.20322
2020,HIPPOSIDERIDAEHipposiderosfuliginosus,2,Blood : 2Saliva : 2Hair : 2,10.21555,9.20322
2020,RHINOLOPHIDAERhinolophusfumigatus,2,Blood : 2Saliva : 2Rectal swab : 1Hair : 2,10.37856,9.37333
2020,VESPERTILIONIDAEScotophilussp,19,Blood : 19Saliva : 19Ectoparasites : 1Hair : 19,10.37856,9.37333
2020,RHINOLOPHIDAERhinolophuslanderi,2,Blood : 2Saliva : 2Hair : 2,10.37856,9.37333
2020,HIPPOSIDERIDAEHipposideroscaffer,10,Blood : 10Saliva : 10Hair : 10,10.67241,9.33305
2020,RHINOLOPHIDAERhinolophuslanderi,1,Blood : 1Saliva : 1Hair : 1,10.67241,9.33305
2020,HIPPOSIDERIDAEHipposiderosruber,2,Blood : 2Saliva : 2Hair : 2,10.67241,9.33305
2020,HIPPOSIDERIDAEHipposideroscaffer,6,Blood : 6Saliva : 6Hair : 6,10.68999,9.27234
2020,RHINOLOPHIDAERhinolophusfumigatus,9,Blood : 9Saliva : 9Hair : 9,11.08583,9.25907
2020,HIPPOSIDERIDAEHipposiderossp,1,Blood : 1Saliva : 1Hair : 1,11.08583,9.25907
2020,HIPPOSIDERIDAEHipposiderosfuliginosus,4,Blood : 4Saliva : 4Hair : 4,11.08583,9.25907
2020,RHINOLOPHIDAERhinolophuslanderi,1,Blood : 1Saliva : 1Hair : 1,11.08583,9.25907
2020,NYCTERIDAENycterisarge,1,Blood : 1Saliva : 1Hair : 1,11.08583,9.25907
2020,HIPPOSIDERIDAEHipposideroscaffer,6,Blood : 6Saliva : 6Hair : 6,11.39528,9.19092
2020,RHINOLOPHIDAERhinolophusfumigatus,16,Blood : 16Saliva : 16Hair : 16,11.47625,9.41081
2020,HIPPOSIDERIDAEHipposiderosfuliginosus,1,Blood : 1Saliva : 1Hair : 1,11.47913,9.93263
2020,HIPPOSIDERIDAEHipposideroscaffer,12,Blood : 12Saliva : 12Hair : 11,11.47913,9.93263
2020,RHINOLOPHIDAERhinolophusfumigatus,18,Blood : 18Saliva : 18Hair : 18,11.59964,9.36976
2020,HIPPOSIDERIDAEHipposiderosfuliginosus,1,Blood : 1Saliva : 1Hair : 1,11.59964,9.36976
2021,PTEROPODIDAEEidolonhelvum,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1undefined : 1,8.00203,8.72192
2021,PTEROPODIDAEHypsignathusmonstrosus,2,Blood : 2Saliva : 2Rectal swab : 2Hair : 2,8.00203,8.72192
2021,PTEROPODIDAEEidolonhelvum,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1,8.00378,8.71938
2021,PTEROPODIDAEEidolonhelvum,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1undefined : 1,8.01884,8.71667
2021,MOLOSSIDAEChaerephonpumilus,1,Blood : 1Saliva : 1Hair : 1,8.01893,8.72558
2021,MOLOSSIDAEChaerephonpumilus,4,Blood : 4Saliva : 4Hair : 4undefined : 1,8.01893,8.72588
2021,MOLOSSIDAEChaerephonmajor,2,Blood : 2Saliva : 2Hair : 2undefined : 2,8.01893,8.72588
2021,MOLOSSIDAEChaerephonpumilus,4,Blood : 4Saliva : 4Hair : 4undefined : 4,8.02264,8.73074
2021,MOLOSSIDAEChaerephonmajor,13,Blood : 13Saliva : 13Hair : 13,8.02481,8.72999
2021,VESPERTILIONIDAENeoromiciasp,1,Blood : 1Saliva : 1Hair : 1,8.02481,8.72999
2021,MOLOSSIDAEChaerephonmajor,17,Blood : 17Saliva : 17Hair : 16undefined : 2,8.02485,8.73061
2021,MOLOSSIDAEChaerephonpumilus,1,Blood : 1Saliva : 1Hair : 1,8.02485,8.73061
2021,MOLOSSIDAEChaerephonmajor,29,Blood : 29Saliva : 29Hair : 29undefined : 2Full specimen : 1,8.02565,8.72479
2021,PTEROPODIDAEHypsignathusmonstrosus,2,Blood : 2Saliva : 2Rectal swab : 2Hair : 2,8.5738,10.40962
2021,PTEROPODIDAERousettusaegyptiacus,1,Blood : 1Saliva : 1Rectal swab : 1Hair : 1undefined : 1,8.5738,10.40962
2021,PTEROPODIDAERousettusaegyptiacus,5,Blood : 5Saliva : 5Rectal swab : 5Ectoparasites : 1Hair : 4undefined : 2,8.61023,10.36345
2021,RHINOLOPHIDAERhinolophusfumigatus,1,Blood : 1Saliva : 1Hair : 1,8.61023,10.36345
2021,HIPPOSIDERIDAEHipposiderosruber,8,Blood : 8Saliva : 8Hair : 8undefined : 1,8.61023,10.36345
2021,PTEROPODIDAELissonycterisangolensis,2,Blood : 2Saliva : 2Rectal swab : 2Hair : 2,8.61023,10.36345
2021,HIPPOSIDERIDAEHipposiderosruber,13,Blood : 13Saliva : 13Hair : 13undefined : 2,8.61237,10.37447
2021,HIPPOSIDERIDAEHipposideroscaffer,2,Blood : 2Saliva : 2Hair : 2,8.61237,10.37447
2021,HIPPOSIDERIDAEHipposiderosruber,3,Blood : 3Saliva : 3Hair : 3undefined : 1,8.62267,10.35313
2021,PTEROPODIDAELissonycterisangolensis,2,Blood : 2Saliva : 2Rectal swab : 2Hair : 2,8.62267,10.35313
2021,PTEROPODIDAERousettusaegyptiacus,8,Blood : 8Saliva : 8Rectal swab : 8Hair : 8undefined : 1,8.62267,10.35313
2021,HIPPOSIDERIDAEHipposiderosruber,7,Blood : 7Saliva : 7Hair : 7undefined : 2,8.64182,10.4162
2021,RHINOLOPHIDAERhinolophusfumigatus,8,Blood : 8Saliva : 8Hair : 8undefined : 1,8.64211,10.41513
2021,HIPPOSIDERIDAEHipposiderosruber,9,Blood : 9Saliva : 9Hair : 9,9.82301,12.53545
2021,HIPPOSIDERIDAEHipposideroscaffer,4,Blood : 4Saliva : 4Hair : 4,9.82301,12.53545
2021,RHINOLOPHIDAERhinolophuslanderi,2,Blood : 2Saliva : 2Hair : 2,9.82325,12.53502
2021,HIPPOSIDERIDAEHipposiderosruber,14,Blood : 14Saliva : 14Hair : 14,9.82325,12.53502
2021,PTEROPODIDAERousettusaegyptiacus,3,Blood : 3Saliva : 3Rectal swab : 3Hair : 3,9.82325,12.53502
2021,HIPPOSIDERIDAEHipposideroscaffer,13,Blood : 13Saliva : 13Hair : 13,9.82325,12.53502
2021,VESPERTILIONIDAEMyotissp,1,Blood : 1Saliva : 1Hair : 1,9.82325,12.53502
2021,HIPPOSIDERIDAEHipposiderosjonesi,1,Blood : 1Saliva : 1Hair : 1,9.87938,12.56432
2021,VESPERTILIONIDAEMyotissp,1,Blood : 1Saliva : 1Hair : 1,9.87938,12.56432
2021,HIPPOSIDERIDAEHipposiderosruber,7,Blood : 7Saliva : 7Hair : 7,10.1093,12.84167
2021,Manquant,15,Blood : 15Saliva : 15Hair : 15,10.19463,9.49742
2021,Manquant,8,Blood : 8Saliva : 8Hair : 8,10.21555,9.20322
2021,RHINOLOPHIDAERhinolophusfumigatus,2,Blood : 2Saliva : 2Hair : 2,10.21555,9.20322
2021,RHINOLOPHIDAERhinolophusfumigatus,2,Blood : 2Saliva : 2Hair : 2,10.37856,9.37333
2021,Manquant,13,Blood : 13Saliva : 13Hair : 13,10.37856,9.37333
2021,HIPPOSIDERIDAEHipposiderosjonesi,1,Blood : 1Saliva : 1Hair : 1,10.37856,9.37333
2021,HIPPOSIDERIDAEHipposideroscaffer,1,Blood : 1Saliva : 1Hair : 1,10.37856,9.37333
2021,Manquant,17,Blood : 17Saliva : 17Hair : 16,10.39182,9.46186
2021,HIPPOSIDERIDAEHipposideroscaffer,10,Blood : 10Saliva : 10Hair : 10,10.67241,9.33305
2021,NYCTERIDAENycterisarge,3,Blood : 3Saliva : 3Hair : 3,10.67241,9.33305
2021,NYCTERIDAENycterismajor,3,Blood : 3Saliva : 3Hair : 3,10.67241,9.33305
2021,HIPPOSIDERIDAEHipposiderosruber,1,Blood : 1Saliva : 1Hair : 1,10.67241,9.33305
2021,HIPPOSIDERIDAEHipposiderosabae,9,Blood : 9Saliva : 9Hair : 9,10.68999,9.27234
2021,RHINOLOPHIDAERhinolophuslanderi,3,Blood : 3Saliva : 3Hair : 3,10.68999,9.27234
2021,HIPPOSIDERIDAEHipposideroscaffer,6,Blood : 6Saliva : 6Hair : 6,10.68999,9.27234
2021,HIPPOSIDERIDAEHipposideroscaffer,9,Blood : 9Saliva : 9Hair : 9,10.74422,9.34399
2021,NYCTERIDAENycterismajor,1,Blood : 1Saliva : 1Hair : 1,10.74422,9.34399
